name,type_name,parent,status,rank,address
Dermabacter,Dermabacter,Dermabacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/dermabacter
Rubrivivax,Rubrivivax,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/rubrivivax
Comamonas,Comamonas,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/comamonas
Brackiella,Brackiella,Alcaligenaceae,correct name,genus,https://lpsn.dsmz.de/genus/brackiella
Couchioplanes,Couchioplanes,Micromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/couchioplanes
Dubosiella,Dubosiella,Erysipelotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/dubosiella
Galbibacter,Galbibacter,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/galbibacter
Alkalitalea,Alkalitalea,Marinilabiliaceae,correct name,genus,https://lpsn.dsmz.de/genus/alkalitalea
Klenkia,Klenkia,Geodermatophilaceae,correct name,genus,https://lpsn.dsmz.de/genus/klenkia
Pseudofrancisella,Pseudofrancisella,Francisellaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudofrancisella
Desulfothermus,Desulfothermus,Desulfohalobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfothermus
Subdoligranulum,Subdoligranulum,Oscillospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/subdoligranulum
Halorubrum,Halorubrum,Halorubraceae,correct name,genus,https://lpsn.dsmz.de/genus/halorubrum
Microaerobacter,Microaerobacter,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/microaerobacter
Pricia,Pricia,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/pricia
Colwellia,Colwellia,Colwelliaceae,correct name,genus,https://lpsn.dsmz.de/genus/colwellia
Alteromonas,Alteromonas,Alteromonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/alteromonas
Rubrobacter,Rubrobacter,Rubrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/rubrobacter
Sodalis,Sodalis,Pectobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/sodalis
Nanchangia,Nanchangia,Actinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/nanchangia
Methylomusa,Methylomusa,Sporomusaceae,correct name,genus,https://lpsn.dsmz.de/genus/methylomusa
Arachidicoccus,Arachidicoccus,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/arachidicoccus
Rhodohalobacter,Rhodohalobacter,Balneolaceae,correct name,genus,https://lpsn.dsmz.de/genus/rhodohalobacter
Maridesulfovibrio,Maridesulfovibrio,Desulfovibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/maridesulfovibrio
Pseudoramibacter,Pseudoramibacter,Eubacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudoramibacter
Anoxynatronum,Anoxynatronum,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/anoxynatronum
Geobacillus,Geobacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/geobacillus
Limimaricola,Limimaricola,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/limimaricola
Curtobacterium,Curtobacterium,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/curtobacterium
Amedibacterium,Amedibacterium,Erysipelotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/amedibacterium
Saccharobacter,Saccharobacter,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/saccharobacter
Synergistes,Synergistes,Synergistaceae,correct name,genus,https://lpsn.dsmz.de/genus/synergistes
Desulfoconvexum,Desulfoconvexum,Desulfobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfoconvexum
Conchiformibium,Conchiformibium,Neisseriaceae,misspelling,genus,https://lpsn.dsmz.de/genus/conchiformibium
Flavimobilis,Flavimobilis,Jonesiaceae,correct name,genus,https://lpsn.dsmz.de/genus/flavimobilis
Thalassorhabdomicrobium,Thalassorhabdomicrobium,Hyphomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/thalassorhabdomicrobium
Oryzomonas,Oryzomonas,Geobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/oryzomonas
Desulfonispora,Desulfonispora,Peptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfonispora
Desulforhabdus,Desulforhabdus,Syntrophobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/desulforhabdus
Embleya,Embleya,Streptomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/embleya
Roseibium,Roseibium,Stappiaceae,correct name,genus,https://lpsn.dsmz.de/genus/roseibium
Zhouia,Zhouia,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/zhouia
Pseudorhodobacter,Pseudorhodobacter,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudorhodobacter
Ferrithrix,Ferrithrix,Acidimicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/ferrithrix
Gulosibacter,Gulosibacter,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/gulosibacter
Thalassobius,Thalassobius,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/thalassobius
Psychrobacter,Psychrobacter,Moraxellaceae,correct name,genus,https://lpsn.dsmz.de/genus/psychrobacter
Castellaniella,Castellaniella,Alcaligenaceae,correct name,genus,https://lpsn.dsmz.de/genus/castellaniella
Echinicola,Echinicola,Cyclobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/echinicola
Shimwellia,Shimwellia,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/shimwellia
Algimonas,Algimonas,Hyphomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/algimonas
Pseudoteredinibacter,Pseudoteredinibacter,Cellvibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudoteredinibacter
Acidobacterium,Acidobacterium,Acidobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/acidobacterium
Fluviimonas,Fluviimonas,Spirosomataceae,correct name,genus,https://lpsn.dsmz.de/genus/fluviimonas
Methanofollis,Methanofollis,Methanomicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/methanofollis
Gymnodinialimonas,Gymnodinialimonas,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/gymnodinialimonas
Syntrophobacter,Syntrophobacter,Syntrophobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/syntrophobacter
Fructilactobacillus,Fructilactobacillus,Lactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/fructilactobacillus
Mycoavidus,Mycoavidus,Burkholderiaceae,correct name,genus,https://lpsn.dsmz.de/genus/mycoavidus
Sphingosinicella,Sphingosinicella,Sphingosinicellaceae,correct name,genus,https://lpsn.dsmz.de/genus/sphingosinicella
Flexivirga,Flexivirga,Dermacoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/flexivirga
Saliphagus,Saliphagus,Natrialbaceae,correct name,genus,https://lpsn.dsmz.de/genus/saliphagus
Phocaeicola,Phocaeicola,Bacteroidaceae,correct name,genus,https://lpsn.dsmz.de/genus/phocaeicola
Desulforhopalus,Desulforhopalus,Desulfobulbaceae,correct name,genus,https://lpsn.dsmz.de/genus/desulforhopalus
Gluconoacetobacter,Gluconoacetobacter,Acetobacteraceae,misspelling,genus,https://lpsn.dsmz.de/genus/gluconoacetobacter
Albibacterium,Albibacterium,Sphingobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/albibacterium
Wenjunlia,Wenjunlia,Streptomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/wenjunlia
Thiopedia,Thiopedia,Chromatiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thiopedia
Bilophila,Bilophila,Desulfovibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/bilophila
Lutibacter,Lutibacter,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/lutibacter
Altererythrobacter,Altererythrobacter,Erythrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/altererythrobacter
Serpentinimonas,Serpentinimonas,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/serpentinimonas
Aminicella,Aminicella,Eubacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aminicella
Fudania,Fudania,Actinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/fudania
Methanosalsum,Methanosalsum,Methanosarcinaceae,correct name,genus,https://lpsn.dsmz.de/genus/methanosalsum
Orenia,Orenia,Halobacteroidaceae,correct name,genus,https://lpsn.dsmz.de/genus/orenia
Phascolarctobacterium,Phascolarctobacterium,Acidaminococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/phascolarctobacterium
Bacillus,Bacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/bacillus
Stakelama,Stakelama,Sphingomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/stakelama
Pseudothauera,Pseudothauera,Zoogloeaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudothauera
Vitiosangium,Vitiosangium,Archangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/vitiosangium
Desulfacinum,Desulfacinum,Syntrophobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfacinum
Natrarchaeobaculum,Natrarchaeobaculum,Natrialbaceae,correct name,genus,https://lpsn.dsmz.de/genus/natrarchaeobaculum
Pseudoseohaeicola,Pseudoseohaeicola,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudoseohaeicola
Intestinibaculum,Intestinibaculum,Erysipelotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/intestinibaculum
Christensenella,Christensenella,Christensenellaceae,correct name,genus,https://lpsn.dsmz.de/genus/christensenella
Gaiella,Gaiella,Gaiellaceae,correct name,genus,https://lpsn.dsmz.de/genus/gaiella
Virgosporangium,Virgosporangium,Micromonosporaceae,misspelling,genus,https://lpsn.dsmz.de/genus/virgosporangium
Oricola,Oricola,Phyllobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/oricola
Salibaculum,Salibaculum,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/salibaculum
Amylibacter,Amylibacter,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/amylibacter
Azospira,Azospira,Rhodocyclaceae,correct name,genus,https://lpsn.dsmz.de/genus/azospira
Mesobacillus,Mesobacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/mesobacillus
Turicimonas,Turicimonas,Sutterellaceae,correct name,genus,https://lpsn.dsmz.de/genus/turicimonas
Dendrosporobacter,Dendrosporobacter,Sporomusaceae,correct name,genus,https://lpsn.dsmz.de/genus/dendrosporobacter
Methylophaga,Methylophaga,Piscirickettsiaceae,correct name,genus,https://lpsn.dsmz.de/genus/methylophaga
Hwanghaeella,Hwanghaeella,Rhodospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/hwanghaeella
Geomicrobium,Geomicrobium,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/geomicrobium
Faecalitalea,Faecalitalea,Erysipelotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/faecalitalea
Thermovirga,Thermovirga,Synergistaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermovirga
Jeotgalicoccus,Jeotgalicoccus,Staphylococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/jeotgalicoccus
Cloacibacterium,Cloacibacterium,Weeksellaceae,correct name,genus,https://lpsn.dsmz.de/genus/cloacibacterium
Miniphocaeibacter,Miniphocaeibacter,Peptoniphilaceae,correct name,genus,https://lpsn.dsmz.de/genus/miniphocaeibacter
Actinomyces,Actinomyces,Actinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/actinomyces
Sandaracinus,Sandaracinus,Sandaracinaceae,correct name,genus,https://lpsn.dsmz.de/genus/sandaracinus
Brevirhabdus,Brevirhabdus,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/brevirhabdus
Siminovitchia,Siminovitchia,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/siminovitchia
Laribacter,Laribacter,Chromobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/laribacter
Litoribacterium,Litoribacterium,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/litoribacterium
Ascidiaceihabitans,Ascidiaceihabitans,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/ascidiaceihabitans
Endobacterium,Endobacterium,Rhizobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/endobacterium
Plasticicumulans,Plasticicumulans,[Gammaproteobacteria; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/plasticicumulans
Bizionia,Bizionia,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/bizionia
Longibaculum,Longibaculum,Erysipelotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/longibaculum
Ravibacter,Ravibacter,Spirosomataceae,correct name,genus,https://lpsn.dsmz.de/genus/ravibacter
Byssovorax,Byssovorax,Polyangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/byssovorax
Panacibacter,Panacibacter,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/panacibacter
Maritimimonas,Maritimimonas,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/maritimimonas
Koleobacter,Koleobacter,Koleobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/koleobacter
Rurimicrobium,Rurimicrobium,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/rurimicrobium
Aurantibacter,Aurantibacter,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aurantibacter
Laedolimicola,Laedolimicola,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/laedolimicola
Angulomicrobium,Angulomicrobium,Xanthobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/angulomicrobium
Amorphus,Amorphus,Amorphaceae,correct name,genus,https://lpsn.dsmz.de/genus/amorphus
Jeongeupia,Jeongeupia,Chromobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/jeongeupia
Sulfurospirillum,Sulfurospirillum,Campylobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/sulfurospirillum
Defluviitalea,Defluviitalea,Defluviitaleaceae,correct name,genus,https://lpsn.dsmz.de/genus/defluviitalea
Yoonia,Yoonia,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/yoonia
Aestuariivirga,Aestuariivirga,Aestuariivirgaceae,correct name,genus,https://lpsn.dsmz.de/genus/aestuariivirga
Marinicella,Marinicella,[Gammaproteobacteria; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/marinicella
Pseudidiomarina,Pseudidiomarina,Idiomarinaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudidiomarina
Petrothermobacter,Petrothermobacter,Deferribacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/petrothermobacter
Salinarchaeum,Salinarchaeum,Natrialbaceae,correct name,genus,https://lpsn.dsmz.de/genus/salinarchaeum
Marimonas,Marimonas,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/marimonas
Malacoplasma,Malacoplasma,Mycoplasmoidaceae,correct name,genus,https://lpsn.dsmz.de/genus/malacoplasma
Tropicibacter,Tropicibacter,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/tropicibacter
Thioalkalivibrio,Thioalkalivibrio,Ectothiorhodospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/thioalkalivibrio
Veronia,Veronia,Vibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/veronia
Nannocystis,Nannocystis,Nannocystaceae,correct name,genus,https://lpsn.dsmz.de/genus/nannocystis
Globicatella,Globicatella,Aerococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/globicatella
Romeriopsis,Romeriopsis,Leptolyngbyaceae,correct name,genus,https://lpsn.dsmz.de/genus/romeriopsis
Plesiocystis,Plesiocystis,Nannocystaceae,correct name,genus,https://lpsn.dsmz.de/genus/plesiocystis
Aurantiacibacter,Aurantiacibacter,Erythrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/aurantiacibacter
Salinihabitans,Salinihabitans,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/salinihabitans
Amphiplicatus,Amphiplicatus,"Parvularculaceae",correct name,genus,https://lpsn.dsmz.de/genus/amphiplicatus
Albidovulum,Albidovulum,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/albidovulum
Aquicella,Aquicella,Coxiellaceae,correct name,genus,https://lpsn.dsmz.de/genus/aquicella
Salinibaculum,Salinibaculum,Halobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/salinibaculum
Fulvitalea,Fulvitalea,Persicobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/fulvitalea
Thermoanaerobaculum,Thermoanaerobaculum,Thermoanaerobaculaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermoanaerobaculum
Schnuerera,Schnuerera,Tissierellaceae,correct name,genus,https://lpsn.dsmz.de/genus/schnuerera
Yangia,Yangia,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/yangia
Haliea,Haliea,Halieaceae,correct name,genus,https://lpsn.dsmz.de/genus/haliea
Piscibacillus,Piscibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/piscibacillus
Nitrobacter,Nitrobacter,Nitrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/nitrobacter
Natronorubrum,Natronorubrum,Natrialbaceae,correct name,genus,https://lpsn.dsmz.de/genus/natronorubrum
Segnochrobactrum,Segnochrobactrum,Segnochrobactraceae,correct name,genus,https://lpsn.dsmz.de/genus/segnochrobactrum
Jhaorihella,Jhaorihella,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/jhaorihella
Negadavirga,Negadavirga,Cyclobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/negadavirga
Bowmanella,Bowmanella,Alteromonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/bowmanella
Marichromatium,Marichromatium,Chromatiaceae,correct name,genus,https://lpsn.dsmz.de/genus/marichromatium
Aquirufa,Aquirufa,Cytophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/aquirufa
Hugenholtzia,Hugenholtzia,Bernardetiaceae,correct name,genus,https://lpsn.dsmz.de/genus/hugenholtzia
Caldimicrobium,Caldimicrobium,Thermodesulfobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/caldimicrobium
Thioploca,Thioploca,Thiotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/thioploca
Meinhardsimonia,Meinhardsimonia,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/meinhardsimonia
Natribaculum,Natribaculum,Halobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/natribaculum
Moritella,Moritella,Moritellaceae,correct name,genus,https://lpsn.dsmz.de/genus/moritella
Monoglobus,Monoglobus,Oscillospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/monoglobus
Rummeliibacillus,Rummeliibacillus,Caryophanaceae,correct name,genus,https://lpsn.dsmz.de/genus/rummeliibacillus
Anaerotalea,Anaerotalea,[Eubacteriales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/anaerotalea
Desulfohalotomaculum,Desulfohalotomaculum,Peptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfohalotomaculum
Vescimonas,Vescimonas,Oscillospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/vescimonas
Desulfocella,Desulfocella,Desulfobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfocella
Huakuichenia,Huakuichenia,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/huakuichenia
Rubripirellula,Rubripirellula,Pirellulaceae,correct name,genus,https://lpsn.dsmz.de/genus/rubripirellula
Pseudobacteriovorax,Pseudobacteriovorax,Pseudobacteriovoracaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudobacteriovorax
Cycloclasticus,Cycloclasticus,Piscirickettsiaceae,correct name,genus,https://lpsn.dsmz.de/genus/cycloclasticus
Mitsuokella,Mitsuokella,Selenomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/mitsuokella
Capsulimonas,Capsulimonas,Capsulimonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/capsulimonas
Daeguia,Daeguia,Brucellaceae,correct name,genus,https://lpsn.dsmz.de/genus/daeguia
Actinocrinis,Actinocrinis,Actinospicaceae,correct name,genus,https://lpsn.dsmz.de/genus/actinocrinis
Geopsychrobacter,Geopsychrobacter,Geobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/geopsychrobacter
Thermobacillus,Thermobacillus,Paenibacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermobacillus
Salarchaeum,Salarchaeum,Halobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/salarchaeum
Thermoanaerosceptrum,Thermoanaerosceptrum,Peptococcaceae,misspelling,genus,https://lpsn.dsmz.de/genus/thermoanaerosceptrum
Dissulfurispira,Dissulfurispira,Dissulfurispiraceae,correct name,genus,https://lpsn.dsmz.de/genus/dissulfurispira
Pelomicrobium,Pelomicrobium,[Hydrogenophilia; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/pelomicrobium
Nonomuria,Nonomuria,Streptosporangiaceae,misspelling,genus,https://lpsn.dsmz.de/genus/nonomuria
Zarconia,Zarconia,Leptolyngbyaceae,correct name,genus,https://lpsn.dsmz.de/genus/zarconia
Luteipulveratus,Luteipulveratus,Dermacoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/luteipulveratus
Dolosigranulum,Dolosigranulum,Carnobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/dolosigranulum
